Date,Normalised,Uncertainty_0_lower,Uncertainty_0_upper,Uncertainty_1_lower,Uncertainty_1_upper,Value,arXiv,match
2010-10-05,72.6 \pm 2.9 (stat) \pm 2.3 (syst) km s^-1 Mpc^-1,2.9,2.9,2.3,2.3,72.6,1010.0831,72.6 \pm 2.9 ( stat ) \pm 2.3 ( syst ) \mathrm { km Mpc ^ { -1 } s ^ { -1 } }
2009-09-09,85.0 ^ +13.999999999999998 _ -13.0 km s^-1 Mpc^-1,13.0,13.999999999999998,,,85.0,0909.1807,85 ^ { +14 } _ { -13 } km s ^ { -1 } Mpc ^ { -1 }
2009-09-09,79.3 ^ +6.7 _ -8.5 km s^-1 Mpc^-1,8.5,6.7,,,79.3,0909.1807,79.3 ^ { +6.7 } _ { -8.5 } km s ^ { -1 } Mpc ^ { -1 }
2009-05-05,74.2 \pm 3.6 km s^-1 Mpc^-1,3.6,3.6,,,74.2,0905.0695,74.2 \pm 3.6 km s ^ { -1 } Mpc ^ { -1 }
2009-07-09,69.4 \pm 1.6 km s^-1 Mpc^-1,1.6,1.6,,,69.4,0907.1659,69.4 \pm 1.6 km s ^ { -1 } Mpc ^ { -1 } .
2009-07-10,68.2 \pm 2.2 km s^-1 Mpc^-1,2.2,2.2,,,68.2,0907.1660,68.2 \pm 2.2 { km } { s } ^ { -1 } { Mpc } ^ { -1 } that is
2009-03-05,61.5 ^ +8.0 _ -4.0 km s^-1 Mpc^-1,4.0,8.0,,,61.5,0903.1027,61.5 ^ { +8 } _ { -4 } km s ^ { -1 } Mpc ^ { -1 } .
2001-08-29,60.0 \pm 10.0 km s^-1 Mpc^-1,10.0,10.0,,,60.0,astro-ph/0108462,60 \pm 10 { ~ { } km~ { } s ^ { -1 } Mpc ^ { -1 } } .
2010-02-12,76.0 \pm 3.0 km s^-1 Mpc^-1,3.0,3.0,,,76.0,1002.2570,76 _ { -3 } ^ { +3 } km s ^ { -1 } Mpc ^ { -1 } .
2009-10-15,70.6 \pm 3.1 km s^-1 Mpc^-1,3.1,3.1,,,70.6,0910.2773,70.6 ^ { +3.1 } _ { -3.1 } { km s ^ { -1 } Mpc ^ { -1 } } .
2009-10-15,69.7 ^ +4.9 _ -5.0 km s^-1 Mpc^-1,5.0,4.9,,,69.7,0910.2773,69.7 ^ { +4.9 } _ { -5.0 } { km s ^ { -1 } Mpc ^ { -1 } } and w
2002-08-22,62.99999999999999 \pm 2.0 km s^-1 Mpc^-1,2.0,2.0,,,62.99999999999999,astro-ph/0208420,61-65 km s ^ { -1 } Mpc ^ { -1 }
2003-05-15,57.0 \pm 15.0 km s^-1 Mpc^-1,15.0,15.0,,,57.0,astro-ph/0305259,57 \pm 15 { km s } ^ { -1 } { Mpc } ^ { -1 }
2003-05-15,59.00000000000001 \pm 11.0 km s^-1 Mpc^-1,11.0,11.0,,,59.00000000000001,astro-ph/0305259,59 \pm 11 { km s } ^ { -1 } { Mpc } ^ { -1 }
2010-11-12,72.0 \pm 6.999999999999999 km s^-1 Mpc^-1,6.999999999999999,6.999999999999999,,,72.0,1011.2864,72 \pm 7 km s ^ { -1 } Mpc ^ { -1 } .
2012-02-10,75.0 ^ +10.0 _ -6.999999999999999 km s^-1 Mpc^-1,6.999999999999999,10.0,,,75.0,1202.2309,75 ^ { +10 } _ { -7 } km/s/Mpc
2003-06-02,48.0 \pm 3.0 km s^-1 Mpc^-1,3.0,3.0,,,48.0,astro-ph/0306040,48 \pm 3 km s ^ { -1 } Mpc ^ { -1 } for the
2003-06-02,71.0 \pm 3.0 km s^-1 Mpc^-1,3.0,3.0,,,71.0,astro-ph/0306040,71 \pm 3 km s ^ { -1 } Mpc ^ { -1 } is the
2003-06-10,75.0 ^ +6.999999999999999 _ -6.0 km s^-1 Mpc^-1,6.0,6.999999999999999,,,75.0,astro-ph/0306216,75 ^ { +7 } _ { -6 } km { s } ^ { -1 } { Mpc } ^ { -1 }
2012-02-16,75.9 \pm 3.8 km s^-1 Mpc^-1,3.8,3.8,,,75.9,1202.3832,75.9 \pm 3.8 km s ^ { -1 } Mpc ^ { -1 } .
2011-07-20,71.2 \pm 1.4 km s^-1 Mpc^-1,1.4,1.4,,,71.2,1107.4097,71.2 \pm 1.4 \mathrm { km } \mathrm { s ^ { -1 } Mpc ^ { -1 } } .
2009-10-29,72.0 \pm 8.0 km s^-1 Mpc^-1,8.0,8.0,,,72.0,0910.5775,72 \pm 8 km s ^ { -1 } Mpc ^ { -1 } and put an end to
2010-06-21,71.4 ^ +4.4 _ -3.4 km s^-1 Mpc^-1,3.4,4.4,,,71.4,1006.4200,71.4 ^ { +4.4 } _ { -3.4 } km s ^ { -1 } Mpc ^ { -1 }
2011-10-11,69.1 ^ +1.3 _ -1.5 km s^-1 Mpc^-1,1.5,1.3,,,69.1,1110.2310,69.1 ^ { +1.3 } _ { -1.5 } \mbox { km } / \mbox { s } / \mbox { Mpc }
2011-03-15,73.8 \pm 2.4 km s^-1 Mpc^-1,2.4,2.4,,,73.8,1103.2976,73.8 \pm 2.4 km s ^ { -1 } Mpc ^ { -1 }
2011-06-16,67.0 \pm 3.2 km s^-1 Mpc^-1,3.2,3.2,,,67.0,1106.3366,67 \pm 3.2 km s ^ { -1 } Mpc ^ { -1 }
2004-05-06,70.0 \pm 5.0 km s^-1 Mpc^-1,5.0,5.0,,,70.0,astro-ph/0405115,70 \pm 5 km s ^ { -1 } Mpc ^ { -1 }
2004-05-06,61.0 \pm 6.999999999999999 km s^-1 Mpc^-1,6.999999999999999,6.999999999999999,,,61.0,astro-ph/0405115,61 \pm 7 km s ^ { -1 } Mpc ^ { -1 }
2012-06-25,76.0 ^ +15.0 _ -5.0 km s^-1 Mpc^-1,5.0,15.0,,,76.0,1206.5801,76 ^ { +15 } _ { -5 } { km s ^ { -1 } Mpc ^ { -1 } }
2012-05-30,73.8 \pm 2.4 km s^-1 Mpc^-1,2.4,2.4,,,73.8,1205.6753,73.8 \pm 2.4 ~ { } km / s / Mpc
2012-05-30,68.0 \pm 2.8 km s^-1 Mpc^-1,2.8,2.8,,,68.0,1205.6753,68 \pm 2.8 ~ { } km / s / Mpc at 68
2012-05-30,69.7 \pm 2.5 km s^-1 Mpc^-1,2.5,2.5,,,69.7,1205.6753,69.7 \pm 2.5 ~ { } km / s / Mpc at 68
2012-03-28,74.3 \pm 3.1 (statistical) \pm 2.9 (systematic) km s^-1 Mpc^-1,3.1,3.1,2.9,2.9,74.3,1203.6222,74.3 \pm 3.1 ( statistical ) \pm 2.9 ( systematic ) km s ^ { -1 } Mpc ^ { -1 }
2012-06-01,74.1 \pm 2.2 km s^-1 Mpc^-1,2.2,2.2,,,74.1,1206.0332,74.1 ^ { +2.2 } _ { -2.2 } km s ^ { -1 } Mpc ^ { -1 }
2011-05-26,68.0 \pm 5.5 (or \pm 1) km s^-1 Mpc^-1,5.5,5.5,,,68.0,1105.5206,68 \pm 5.5 ( or \pm 1 ) { km s } ^ { -1 } { Mpc } ^ { -1 }
2011-09-20,68.43 ^ +2.84 _ -2.8 km s^-1 Mpc^-1,2.8,2.84,,,68.43,1109.6924,68.43 _ { -2.80 } ^ { +2.84 } km s ^ { -1 } Mpc ^ { -1 }
2011-09-20,69.18 ^ +0.55 _ -0.54 km s^-1 Mpc^-1,0.54,0.55,,,69.18,1109.6924,69.18 _ { -0.54 } ^ { +0.55 } km s ^ { -1 } Mpc ^ { -1 } .
2011-09-20,68.93 ^ +0.53 _ -0.52 km s^-1 Mpc^-1,0.52,0.53,,,68.93,1109.6924,68.93 _ { -0.52 } ^ { +0.53 } km s ^ { -1 } Mpc ^ { -1 } .
2012-10-22,65.0 \pm 0.5 (random) \pm 5.7 (systematic) km s^-1 Mpc^-1,0.5,0.5,5.7,5.7,65.0,1210.6040,65.0 \pm 0.5 ( { random } ) \pm 5.7 ( { systematic } ) km s ^ { -1 } Mpc ^ { -1 }
2012-07-31,68.0 \pm 9.0 km s^-1 Mpc^-1,9.0,9.0,,,68.0,1207.7273,68 \pm 9 km s ^ { -1 } Mpc ^ { -1 }
2012-12-20,69.32 \pm 0.8 km s^-1 Mpc^-1,0.8,0.8,,,69.32,1212.5225,69.32 \pm 0.80 km s ^ { -1 } Mpc ^ { -1 } .
2012-01-31,69.8 \pm 1.2 km s^-1 Mpc^-1,1.2,1.2,,,69.8,1202.0092,69.8 \pm 1.2 km s ^ { -1 } Mpc ^ { -1 } and a 5.0
2012-08-31,74.0 ^ +5.0 _ -4.0 km s^-1 Mpc^-1,4.0,5.0,,,74.0,1208.6502,74 ^ { +5 } _ { -4 } km~ { } s ^ { -1 } ~ { } Mpc ^ { -1 }
2012-08-29,75.2 ^ +4.4 _ -4.2 km s^-1 Mpc^-1,4.2,4.4,,,75.2,1208.6010,75.2 ^ { +4.4 } _ { -4.2 } km s ^ { -1 } Mpc ^ { -1 }
2012-08-29,73.1 ^ +2.4 _ -3.6 km s^-1 Mpc^-1,3.6,2.4,,,73.1,1208.6010,73.1 ^ { +2.4 } _ { -3.6 } km s ^ { -1 } Mpc ^ { -1 }
2012-08-16,75.2 \pm 3.0 km s^-1 Mpc^-1,3.0,3.0,,,75.2,1208.3311,75.2 \pm 3.0 km s ^ { -1 } Mpc ^ { -1 } .
2011-12-01,62.300000000000004 \pm 1.3 \pm 5.0 km s^-1 Mpc^-1,1.3,1.3,5.0,5.0,62.300000000000004,1112.0170,62.3 \pm 1.3 \pm 5.0 { km s } ^ { -1 } Mpc ^ { -1 } .
2012-11-12,67.0 \pm 3.2 km s^-1 Mpc^-1,3.2,3.2,,,67.0,1211.2570,67 \pm 3.2 km s ^ { -1 } Mpc ^ { -1 }
2013-07-27,74.4 \pm 3.0 km s^-1 Mpc^-1,3.0,3.0,,,74.4,1307.7213,74.4 \pm 3.0 km s ^ { -1 } Mpc ^ { -1 } .
2013-03-13,67.0 \pm 3.2 km s^-1 Mpc^-1,3.2,3.2,,,67.0,1303.3302,67.0 \pm 3.2 km s ^ { -1 } Mpc ^ { -1 }
2013-04-26,72.1 ^ +3.2 _ -2.3 km s^-1 Mpc^-1,2.3,3.2,,,72.1,1304.7119,72.1 ^ { +3.2 } _ { -2.3 } km/s/Mpc
2013-08-01,71.3 \pm 2.0 km s^-1 Mpc^-1,2.0,2.0,,,71.3,1308.0188,71.3 \pm 2.0 { km s ^ { -1 } Mpc ^ { -1 } }
2013-01-21,74.0 \pm 5.0 km s^-1 Mpc^-1,5.0,5.0,,,74.0,1301.4833,74 \pm 5 km s ^ { -1 } Mpc ^ { -1 } .
2012-11-15,69.72 ^ +0.9 _ -0.91 km s^-1 Mpc^-1,0.91,0.9,,,69.72,1211.3741,69.72 ^ { +0.90 } _ { -0.91 } km/s/Mpc
2012-11-15,73.78 ^ +3.16 _ -3.17 km s^-1 Mpc^-1,3.17,3.16,,,73.78,1211.3741,73.78 ^ { +3.16 } _ { -3.17 } km/s/Mpc
2012-11-19,62.300000000000004 \pm 1.3 \pm 5.0 km s^-1 Mpc^-1,1.3,1.3,5.0,5.0,62.300000000000004,1211.4655,62.3 \pm 1.3 \pm 5.0 { km s } ^ { -1 } { Mpc } ^ { -1 } .
2012-11-19,62.89999999999999 \pm 1.6 km s^-1 Mpc^-1,1.6,1.6,,,62.89999999999999,1211.4655,62.9 \pm 1.6 { km s } ^ { -1 } { Mpc } ^ { -1 } and shed
2012-11-19,64.6 \pm 1.6 \pm 2.0 km s^-1 Mpc^-1,1.6,1.6,2.0,2.0,64.6,1211.4655,64.6 \pm 1.6 \pm 2.0 { km s } ^ { -1 } { Mpc } ^ { -1 } .
2013-04-05,63.2 \pm 2.5 km s^-1 Mpc^-1,2.5,2.5,,,63.2,1304.1802,63.2 \pm 2.5 km s ^ { -1 } Mpc ^ { -1 }
2013-04-05,68.9 \pm 2.4 km s^-1 Mpc^-1,2.4,2.4,,,68.9,1304.1802,68.9 \pm 2.4 km s ^ { -1 } Mpc ^ { -1 }
2013-11-14,70.6 \pm 3.3 km s^-1 Mpc^-1,3.3,3.3,,,70.6,1311.3461,70.6 \pm 3.3 { km } { s } ^ { -1 } { Mpc } ^ { -1 }
2013-11-14,72.5 \pm 2.5 km s^-1 Mpc^-1,2.5,2.5,,,72.5,1311.3461,72.5 \pm 2.5 { km } { s } ^ { -1 } { Mpc } ^ { -1 }
2013-06-26,76.0 \pm 1.9 km s^-1 Mpc^-1,1.9,1.9,,,76.0,1306.6276,76.0 \pm 1.9 km s ^ { -1 } Mpc ^ { -1 }
2014-01-29,71.0 \pm 3.0 km s^-1 Mpc^-1,3.0,3.0,,,71.0,1401.7597,71 \pm 3 ~ { } { \mathrm { km } } ~ { } { \mathrm { s } } ^ { -1 } ~ { } { \mathrm { Mpc } } ^ { -1 } and
2014-02-21,64.9 \pm 4.2 km s^-1 Mpc^-1,4.2,4.2,,,64.9,1402.5429,64.9 \pm 4.2 km s ^ { -1 } Mpc ^ { -1 }
2013-05-09,71.8 ^ +4.6 _ -5.6 (stat) ^ +7.2 _ -13.800000000000002 (syst) km s^-1 Mpc^-1,5.6,4.6,13.800000000000002,7.2,71.8,1305.2163,71.8 _ { -5.6 } ^ { +4.6 } ( { stat } ) _ { -13.8 } ^ { +7.2 } ( { syst } ) km s ^ { -1 } Mpc ^ { -1 } .
2013-07-23,72.0 \pm 3.0 km s^-1 Mpc^-1,3.0,3.0,,,72.0,1307.6031,72.0 \pm 3.0 km s ^ { -1 } Mpc ^ { -1 } .
2014-03-11,73.8 \pm 2.4 km s^-1 Mpc^-1,2.4,2.4,,,73.8,1403.2571,73.8 \pm 2.4 { km s ^ { -1 } Mpc ^ { -1 } } and
2014-01-13,70.0 \pm 0.6 km s^-1 Mpc^-1,0.6,0.6,,,70.0,1401.2939,70.0 \pm 0.6 { km } { s } ^ { -1 } { Mpc } ^ { -1 } and
2014-01-13,70.04 \pm 1.0 km s^-1 Mpc^-1,1.0,1.0,,,70.04,1401.2939,70.04 \pm 1 { km } { s } ^ { -1 } { Mpc } ^ { -1 } and \Omega _ { \Lambda 0 }
2014-05-01,67.0 \pm 5.0 km s^-1 Mpc^-1,5.0,5.0,,,67.0,1405.0306,67 \pm 5 { km s ^ { -1 } } { Mpc } ^ { -1 }
2014-07-28,74.4 \pm 1.4 (stat) \pm 2.4 (sys) km s^-1 Mpc^-1,1.4,1.4,2.4,2.4,74.4,1407.7528,74.4 \pm 1.4 ( stat ) \pm 2.4 ( sys ) km s ^ { -1 } Mpc ^ { -1 } with 4 %
2014-03-07,73.0 \pm 3.0 (random) km s^-1 Mpc^-1,3.0,3.0,,,73.0,1403.1693,73 \pm 3 ( random ) km s ^ { -1 } Mpc ^ { -1 } .
2014-07-08,72.0 \pm 6.0 (random) \pm 6.999999999999999 (systematic) km s^-1 Mpc^-1,6.0,6.0,6.999999999999999,6.999999999999999,72.0,1407.2246,72 \pm 6 ( random ) \pm 7 ( systematic ) km s ^ { -1 } Mpc ^ { -1 } .
2014-04-10,68.1 \pm 5.9 km s^-1 Mpc^-1,5.9,5.9,,,68.1,1404.2920,68.1 \pm 5.9 km s ^ { -1 } Mpc ^ { -1 }
2014-01-01,67.15 \pm 0.98 km s^-1 Mpc^-1,0.98,0.98,,,67.15,1401.0358,67.15 \pm 0.98 kms ^ { -1 } Mpc ^ { -1 } .
2014-09-11,30.0 \pm 10.0 km s^-1 Mpc^-1,10.0,10.0,,,30.0,1409.3570,20-40 km s ^ { -1 } Mpc ^ { -1 }
2014-08-04,75.2 \pm 3.3 km s^-1 Mpc^-1,3.3,3.3,,,75.2,1408.0729,75.2 \pm 3.3 km s ^ { -1 } Mpc ^ { -1 } .
2014-04-16,73.8 \pm 2.4 km s^-1 Mpc^-1,2.4,2.4,,,73.8,1404.4418,73.8 \pm 2.4 km s ^ { -1 } Mpc ^ { -1 }
2014-04-16,67.3 \pm 1.2 km s^-1 Mpc^-1,1.2,1.2,,,67.3,1404.4418,67.3 \pm 1.2 km s ^ { -1 } Mpc ^ { -1 }
2014-04-16,74.1 \pm 2.2 km s^-1 Mpc^-1,2.2,2.2,,,74.1,1404.4418,74.1 \pm 2.2 km s ^ { -1 } Mpc ^ { -1 }
2014-11-18,73.0 ^ +26.0 _ -22.0 km s^-1 Mpc^-1,22.0,26.0,,,73.0,1411.5106,73 ^ { +26 } _ { -22 } km/s/Mpc
2015-04-15,73.0 \pm 1.8 km s^-1 Mpc^-1,1.8,1.8,,,73.0,1504.04037,73 \pm 1.8 km s ^ { -1 } Mpc ^ { -1 }
2014-12-19,70.6 \pm 2.6 km s^-1 Mpc^-1,2.6,2.6,,,70.6,1412.6501,70.6 \pm 2.6 \mathrm { km s ^ { -1 } Mpc ^ { -1 } } when
2014-11-20,72.6 ^ +3.8 _ -3.4 km s^-1 Mpc^-1,3.4,3.8,,,72.6,1411.5678,72.6 _ { -3.4 } ^ { +3.8 } km s ^ { -1 } Mpc ^ { -1 }
2014-11-20,73.9 ^ +10.6 _ -9.5 km s^-1 Mpc^-1,9.5,10.6,,,73.9,1411.5678,73.9 _ { -9.5 } ^ { +10.6 } km s ^ { -1 } Mpc ^ { -1 }
2015-06-09,69.8 \pm 2.6 (random) \pm 3.9000000000000004 (systematic) km s^-1 Mpc^-1,2.6,2.6,3.9000000000000004,3.9000000000000004,69.8,1506.03089,69.8 \pm 2.6 ( random ) \pm 3.9 ( systematic ) km s ^ { -1 } Mpc ^ { -1 } and 72.2 \pm 3.3
2015-10-19,73.8 \pm 2.4 km s^-1 Mpc^-1,2.4,2.4,,,73.8,1510.05545,73.8 \pm 2.4 \mathrm { km s } ^ { -1 } \mathrm { Mpc } ^ { -1 }
2015-10-19,67.8 \pm 0.9 km s^-1 Mpc^-1,0.9,0.9,,,67.8,1510.05545,67.8 \pm 0.9 \mathrm { km s } ^ { -1 } \mathrm { Mpc } ^ { -1 }
2015-10-19,68.9 \pm 0.5 km s^-1 Mpc^-1,0.5,0.5,,,68.9,1510.05545,68.9 \pm 0.5 \mathrm { km s } ^ { -1 } \mathrm { Mpc } ^ { -1 } to 71.2 \pm 0.7 \mathrm { km s } ^ { -1 } \mathrm { Mpc } ^ { -1 }
2016-01-12,77.9 \pm 3.6 km s^-1 Mpc^-1,3.6,3.6,,,77.9,1601.03047,77.9 \pm 3.6 km s ^ { -1 } Mpc ^ { -1 } .
2016-04-05,73.24 \pm 1.74 km s^-1 Mpc^-1,1.74,1.74,,,73.24,1604.01424,73.24 \pm 1.74 km s ^ { -1 } Mpc ^ { -1 }
2015-11-11,86.6 ^ +6.8 _ -6.900000000000001 km s^-1 Mpc^-1,6.900000000000001,6.8,,,86.6,1511.03662,86.6 ^ { +6.8 } _ { -6.9 } km s ^ { -1 } Mpc ^ { -1 }
2015-11-11,74.5 ^ +8.0 _ -7.800000000000001 km s^-1 Mpc^-1,7.800000000000001,8.0,,,74.5,1511.03662,74.5 ^ { +8.0 } _ { -7.8 } km s ^ { -1 } Mpc ^ { -1 } .
1998-08-14,55.0 \pm 8.0 km s^-1 Mpc^-1,8.0,8.0,,,55.0,astro-ph/9808157,55 \pm 8 km \cdot s ^ { -1 } \cdot Mpc ^ { -1 } .
1997-02-25,60.0 ^ +40.0 _ -23.0 km s^-1 Mpc^-1,23.0,40.0,,,60.0,astro-ph/9702224,60 ^ { +40 } _ { -23 } { kms } ^ { -1 } { Mpc } ^ { -1 }
1997-02-25,78.0 ^ +54.0 _ -27.999999999999996 km s^-1 Mpc^-1,27.999999999999996,54.0,,,78.0,astro-ph/9702224,78 ^ { +54 } _ { -28 } { kms } ^ { -1 } { Mpc } ^ { -1 } .
1997-02-25,78.0 ^ +60.0 _ -40.0 km s^-1 Mpc^-1,40.0,60.0,,,78.0,astro-ph/9702224,78 ^ { +60 } _ { -40 } { kms } ^ { -1 } { Mpc } ^ { -1 } .
1997-03-19,54.0 \pm 13.999999999999998 km s^-1 Mpc^-1,13.999999999999998,13.999999999999998,,,54.0,astro-ph/9703123,54 \pm 14 { km s ^ { -1 } Mpc ^ { -1 } } .
1998-09-04,70.0 \pm 10.0 km s^-1 Mpc^-1,10.0,10.0,,,70.0,astro-ph/9809047,60-80 km s ^ { -1 } Mpc ^ { -1 } .
1998-09-16,82.0 \pm 8.0 km s^-1 Mpc^-1,8.0,8.0,,,82.0,astro-ph/9809210,82 \pm 8 km s ^ { -1 } Mpc ^ { -1 }
1997-04-11,52.0 \pm 13.999999999999998 km s^-1 Mpc^-1,13.999999999999998,13.999999999999998,,,52.0,astro-ph/9704109,52 \pm 14 km s ^ { -1 } Mpc ^ { -1 } .
1997-04-14,71.0 \pm 11.0 km s^-1 Mpc^-1,11.0,11.0,,,71.0,astro-ph/9704121,71 \pm 11 km s ^ { -1 } Mpc ^ { -1 } .
1998-01-26,65.0 \pm 2.0 ^ +20.0 _ -13.999999999999998 km s^-1 Mpc^-1,2.0,2.0,13.999999999999998,20.0,65.0,astro-ph/9801256,65 \pm 2 ^ { +20 } _ { -14 } km s ^ { -1 } Mpc ^ { -1 }
